item_id,competitor_price_ratio,historical_sales_volume,product_category,discount_depth,demand_seasonality
item_0000,0.9342450352879883,65,electronics,0.177211475333588,1.2206696058333815
item_0001,1.0789755802327752,56,apparel,0.1989089160039428,0.7440431752049773
item_0002,1.12808540692251,59,home,0.13572353093239653,1.1296304892019586
item_0003,1.104397364470858,57,electronics,0.11956634384373259,0.7600839114613143
item_0004,0.9538617358754564,49,apparel,0.06540808944393177,1.2143601396231167
item_0005,1.157100866560158,60,apparel,0.21358114909931009,0.6887856930178237
item_0006,1.120145566011045,48,home,0.16583286502880237,0.8578938073931693
item_0007,1.120497345509882,53,apparel,0.1752865672473414,0.878667827345048
item_0008,1.124506260266183,50,toys,0.12582025617471934,0.5789354851863764
item_0009,1.1604347238372315,35,electronics,0.22632490146429804,1.1705547464565293
item_0010,1.2742972395734682,58,electronics,0.21216002888390084,0.6897226780513329
item_0011,0.9888506877276926,53,electronics,0.1589088059256155,0.7385477575633645
item_0012,1.0547211183090741,44,home,0.13720682710488588,0.8870607267034134
item_0013,1.2254234682443754,47,apparel,0.147165430797071,1.1488474894262521
item_0014,0.9162020133700498,50,toys,0.12506872287876755,0.8373305565724393
item_0015,1.0825574468887154,55,toys,0.16632820746202706,1.397756651207546
item_0016,0.9810882284012307,49,toys,0.13419161401497265,0.9950136010833543
item_0017,1.0480178190008078,50,electronics,0.19427712602710212,0.9421895184410501
item_0018,1.0974753245997566,39,apparel,0.1470265712670628,1.0897185462564674
item_0019,0.8568898583842947,44,home,0.14730214680303208,0.9737662061281477
item_0020,0.9507521721933362,42,toys,0.2418626502100996,0.788459283957473
item_0021,0.9094528917406197,49,electronics,0.12871402387239725,0.8900261205683894
item_0022,1.0268904491509774,61,apparel,0.08660420560272677,1.0333495725451436
item_0023,0.9811152915040375,54,electronics,0.1833107596203724,1.3153912578580427
item_0024,1.201510577985853,36,home,0.061106574429531345,1.052689172626885
item_0025,0.9896828453449058,61,apparel,0.17821893179128603,1.0951083738591152
item_0026,1.2213684487556284,53,electronics,0.2140860070946321,0.5524900110512089
item_0027,1.0093750809205115,45,electronics,0.16850575153770567,0.9464480123103083
item_0028,1.0771409520797663,50,apparel,0.16546375371481034,0.9944156950903424
item_0029,1.053984020008687,49,apparel,0.0624695323875223,1.3519417949442412
item_0030,1.051151831825204,47,apparel,0.19276518427793943,1.318771296052708
item_0031,0.9372821991667617,44,toys,0.1848146283623306,1.0237160862081902
item_0032,1.083471297537836,49,toys,0.10640011208127496,1.1056075751955476
item_0033,1.0883891548564746,51,electronics,0.26065853736231015,0.9860902260825083
item_0034,1.0737835513987095,60,electronics,0.10379918996298873,0.8538839634760971
item_0035,1.1121411674360069,39,electronics,0.08103548191414255,1.0032040880409765
item_0036,0.9680754453480176,40,home,0.07444711150446677,0.9245339587838909
item_0037,1.0202420794469604,54,electronics,0.16629854536605299,1.0645261203299212
item_0038,0.9838437295294711,36,electronics,0.18189356250735486,1.1363957414020707
item_0039,0.879582967469723,47,apparel,0.18704869554673215,0.9597447542385583
item_0040,1.086753632089105,42,apparel,0.14813200108922553,1.222896384350908
item_0041,0.9864511206660376,52,electronics,0.12436624889820692,0.7737666575828213
item_0042,1.0422279493080557,47,electronics,0.20713822910040208,1.0025607013312698
item_0043,1.2749767837979913,52,electronics,0.12012073067191097,1.040148640490633
item_0044,1.0730310528949356,48,electronics,0.10450798970100839,0.6324146771272322
item_0045,1.0607415900144188,48,electronics,0.23506578337466066,1.124594619489696
item_0046,1.157394578223339,61,apparel,0.1738785754071425,1.1436789136798031
item_0047,1.1746353913301106,55,toys,0.18856449476954906,1.344424937365196
item_0048,1.23128926970985,49,electronics,0.19629203523222513,0.9910377614885778
item_0049,0.997851602673872,39,apparel,0.13641014455003414,1.121908320598686
item_0050,1.229593494193053,68,apparel,0.138356870699924,1.1308686877095266
item_0051,1.0368642201851703,47,electronics,0.1970290841532823,0.6729253225766175
item_0052,0.934177320699934,45,apparel,0.13414243880611457,1.0601972192830604
item_0053,0.9571108683646647,46,toys,0.18180103457223348,0.7113692122951677
item_0054,1.1607846878024322,38,toys,0.16052702235359517,1.05795549248959
item_0055,1.1262541563317858,49,apparel,0.10528642420793348,1.146180524319256
item_0056,1.1782523848530757,50,home,0.21331953844664076,1.0551402073718648
item_0057,0.9578175537361677,45,electronics,0.1005319025098848,0.5890579263946353
item_0058,1.0160210046586837,52,home,0.17664817222648863,1.2931643115537237
item_0059,0.9302282884951307,46,electronics,0.16834923395474172,1.061213576671825
item_0060,0.8524414260981892,54,home,0.2283305608646965,1.2006257668591915
item_0061,1.0481936524329032,43,electronics,0.10901873882482599,0.8629491275074136
item_0062,1.208269462442545,47,electronics,0.1378401649218214,0.9222436436101623
item_0063,1.1612087125079715,46,apparel,0.15998467275965855,1.4178206090276144
item_0064,0.9722814727308592,58,electronics,0.17404235317415437,0.9609113988961676
item_0065,1.166746978232277,42,electronics,0.20842285718688794,0.9143071799898664
item_0066,0.9923221757371736,46,apparel,0.1805549289845729,0.9258098274036557
item_0067,1.0812111812510288,49,electronics,0.1662430291104976,1.2008115445614196
item_0068,1.1326989188097534,48,electronics,0.21641688949266502,0.6851030871120207
item_0069,1.009241437227436,52,home,0.2698031771355653,0.9363334461947473
item_0070,0.9615362567704795,57,electronics,0.09722374791970824,0.8222503951442964
item_0071,1.1149612651502678,38,electronics,0.16471267066753656,1.5018434908192948
item_0072,1.0322796922001605,47,home,0.20298199479928702,1.2175721772545836
item_0073,0.9948164141336083,44,toys,0.16928713279581908,1.0208851820981308
item_0074,1.1134296088987536,38,apparel,0.23673188835254977,1.0471285430244301
item_0075,1.0285029319768513,55,apparel,0.14829137926941005,0.9550823259612587
item_0076,1.0882865804081887,32,home,0.11429981603402732,0.9124183040183501
item_0077,0.9534391136141434,42,apparel,0.20852553649411568,0.9673439016038947
item_0078,1.1224027224053565,49,electronics,0.026355017001304035,1.3559879894754439
item_0079,0.955333462492783,39,electronics,0.14121206014040855,0.9417864710646827
item_0080,1.0114347970390163,67,apparel,0.283303980450582,0.9468051130660231
item_0081,0.8628360996664131,49,home,0.16631217945370505,1.0626128620809945
item_0082,1.1658979545960266,42,apparel,0.18288821175562037,1.2972764317737653
item_0083,1.0593631875246308,60,electronics,0.11741969610595404,1.0970228530775472
item_0084,1.0962770167649953,62,apparel,0.16384065699097608,0.7876669453998204
item_0085,0.8797458275828257,62,home,0.15789005790158972,1.0132887813184235
item_0086,1.065354295459536,51,electronics,0.2579168217024775,1.005304508735378
item_0087,1.0105620517145812,57,toys,0.11449588286898213,0.7353043236280511
item_0088,1.1697030399774897,55,electronics,0.0269118176867308,0.851799228652214
item_0089,0.8929496807962078,49,apparel,0.18533255620703862,1.0703229229122107
item_0090,1.0852859522009004,55,electronics,0.24250079047710615,0.9143199891982593
item_0091,1.1555577236791266,55,apparel,0.1305667222483899,1.3377955942291595
item_0092,0.930767997215229,44,electronics,0.07382353030124417,1.0716245042937176
item_0093,1.0609123832587495,47,electronics,0.11135890762506215,0.9089325146212603
item_0094,0.9415655958299367,42,electronics,0.1866784820179847,0.9863106388338505
item_0095,1.0543185601678196,39,home,0.13688706853243987,0.8189385658402021
item_0096,1.0833145143467426,57,home,0.1671188546960893,0.8689507128490985
item_0097,1.1816949855799386,51,home,0.047124171478657446,1.1567695127449102
item_0098,1.066816169119767,60,electronics,0.1389818481733395,0.9887683952346027
item_0099,0.9810367131785606,38,electronics,0.2044133126344246,0.6171988440255154
item_0100,1.1075895376248657,40,apparel,0.1517669821301895,0.7326950599446445
item_0101,1.0502557552450165,48,electronics,0.11379788612601208,1.1192828974717062
item_0102,1.1580166561386727,35,electronics,0.21759648314721713,0.7737224203944199
item_0103,0.989503795356536,51,apparel,0.21434892440220069,0.9402576195923671
item_0104,1.1836697970829515,48,electronics,0.14172974277396327,1.2230012376582444
item_0105,1.0668905065569412,43,electronics,0.12790835561277905,0.9578312130221448
item_0106,1.0742660272659008,45,electronics,0.2289030901424664,0.947625379476755
item_0107,1.150380412661968,50,apparel,0.1375035768238343,0.9240733499735664
item_0108,0.9970238910870728,60,apparel,0.1568318826109451,1.2183408555779873
item_0109,0.9989181815051054,39,electronics,0.2550483557078939,0.8650643551352795
item_0110,1.100802268313647,29,electronics,0.17434301153555748,0.7585044469307383
item_0111,1.0416078005117964,52,apparel,0.14022897562628656,1.0213927588846505
item_0112,1.054700218548256,47,toys,0.06617935032802287,1.332982331778886
item_0113,1.0095092008086026,56,apparel,0.16677032371536607,1.0797854028625422
item_0114,1.0192279305668448,35,apparel,0.16067047833539513,1.3176908487007875
item_0115,1.136254773545735,46,apparel,0.13380792757250554,1.2535804104042765
item_0116,1.246083118037832,53,electronics,0.2112773522091735,0.7839170618993162
item_0117,0.9120315187389356,51,apparel,0.10042931736769521,1.021934021465017
item_0118,1.2014702534765214,47,electronics,0.08585618037993457,0.9888119605277859
item_0119,1.1238961900088744,55,home,0.12559177241199576,1.0113413631748323
item_0120,1.1705629892776628,46,apparel,0.1622794170766021,1.2564451808240842
item_0121,1.0678874013835007,54,apparel,0.0885030162778157,1.2933196206263124
item_0122,0.9765037855265899,52,electronics,0.10456647523204092,1.159400220474283
item_0123,1.0299264232392833,54,electronics,0.12109433445176626,1.2547928293788224
item_0124,0.9572246452270646,46,electronics,0.1604407313230003,0.8918612820533669
item_0125,0.8828326113991307,48,electronics,0.12649161699976952,1.1766229445583247
item_0126,1.042202117157091,56,apparel,0.21032282268136013,0.8011218025718603
item_0127,1.0759067644703681,50,apparel,0.05058586340701893,0.9433196876635587
item_0128,1.0218755089076004,50,apparel,0.18102976222370076,0.7637396834613006
item_0129,1.0689681029622011,51,electronics,0.13086418872873798,1.2600514415850204
item_0130,0.8952220232028666,38,home,0.18365789746155223,0.9283314866993301
item_0131,1.1556032958631992,58,home,0.25917173407522504,1.168655409495946
item_0132,1.0341483534270641,53,apparel,0.15683964813416412,0.7535427474113893
item_0133,1.0540536102804263,38,electronics,0.1701550683381133,1.0627473722390017
item_0134,1.121524698745283,49,home,0.20209838075906894,1.1809685416449336
item_0135,0.9935685354792826,61,electronics,0.09396008546234401,1.0370935944526822
item_0136,1.3094755183596563,49,electronics,0.19341798799421187,1.0569016502505724
